time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-04-06T06:37:34.350Z,28.819,34.633,10,4.2,mb,,,,1.08,us,usp0009qwd,2014-11-07T01:09:51.949Z,"25 km S of Nuwaybi‘a, Egypt",earthquake,,,,6,reviewed,us,us
2000-03-08T14:22:26.380Z,28.834,34.731,10,4.9,mb,,,,1.49,us,usp0009peh,2014-11-07T01:09:40.143Z,"24 km SSE of Nuwaybi‘a, Egypt",earthquake,,,,5,reviewed,us,us
1999-08-07T20:19:43.100Z,28.9,34.88,14,3.7,ml,,,,,us,usp0009cs7,2014-11-07T01:08:15.097Z,"26 km SE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,gii,gii
1999-06-17T14:23:01.840Z,27.996,34.487,10,4.3,mb,,,,0.85,us,usp0009a23,2014-11-07T01:07:54.545Z,"17 km ENE of Sharm el-Sheikh, Egypt",earthquake,,,,3,reviewed,us,us
1999-06-13T04:20:09.020Z,28.157,34.907,10,4.2,mb,,,,0.84,us,usp00099sb,2014-11-07T01:07:53.514Z,"54 km SE of Dahab, Egypt",earthquake,,,,6,reviewed,us,us
1999-02-02T18:01:28.600Z,28.83,34.67,1,4,ml,,,,,us,usp0009256,2014-11-07T01:06:56.139Z,"24 km S of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,gii,gii
1997-05-10T23:01:46.920Z,28.213,34.82,10,4.7,mb,,,,1.19,us,usp000822s,2014-11-07T01:02:45.902Z,"43 km SE of Dahab, Egypt",earthquake,,,,31,reviewed,us,us
1997-03-08T15:21:02.310Z,27.535,34.192,10,4.8,mb,,,,0.74,us,usp0007ygv,2014-11-07T01:02:18.547Z,"44 km SSW of Sharm el-Sheikh, Egypt",earthquake,,,,7,reviewed,us,us
1997-02-21T10:12:53.700Z,29.142,34.652,10,4.4,ml,,,,0.76,us,usp0007xka,2014-11-07T01:02:10.323Z,"10 km N of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,jer
1996-12-23T08:53:12.470Z,27.517,33.885,10,4.5,ml,,,,0.86,us,usp0007uvf,2014-11-07T01:01:48.976Z,"24 km ENE of El Gouna, Egypt",earthquake,,,,,reviewed,us,jer
1996-12-20T07:21:14.510Z,27.552,33.145,10,4.4,mb,,,,1.07,us,usp0007uqq,2014-11-07T01:01:48.410Z,"55 km WNW of El Gouna, Egypt",earthquake,,,,8,reviewed,us,us
1996-12-17T11:31:30.780Z,27.56,34.007,10,3.8,mb,,,,0.77,us,usp0007ukg,2014-11-07T01:01:47.881Z,"37 km ENE of El Gouna, Egypt",earthquake,,,,2,reviewed,us,us
1996-09-15T02:21:10.430Z,29.038,34.999,10,4.2,mb,,,,1.36,us,usp0007pyz,2014-11-07T01:01:10.992Z,"32 km E of Nuwaybi‘a, Egypt",earthquake,,,,7,reviewed,us,us
1996-06-25T10:45:58.360Z,29.195,34.825,10,3.5,mb,,,,0.7,us,usp0007k8g,2014-11-07T01:00:40.526Z,"22 km NE of Nuwaybi‘a, Egypt",earthquake,,,,1,reviewed,us,us
1996-06-01T16:06:56.830Z,28.645,34.634,10,3.7,mb,,,,1,us,usp0007j0q,2014-11-07T01:00:32.026Z,"22 km NE of Dahab, Egypt",earthquake,,,,8,reviewed,us,us
1996-04-16T00:12:02.270Z,28.941,34.674,16.4,3.9,mb,,,,1,us,usp0007g81,2014-11-07T01:00:17.516Z,"11 km S of Nuwaybi‘a, Egypt",earthquake,,,,8,reviewed,us,us
1996-04-13T04:09:20.170Z,28.866,34.855,10,2.8,md,,,,0.4,us,usp0007g3t,2014-11-07T01:00:16.771Z,"27 km SE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-04-11T15:34:28.730Z,29.247,34.964,10,3.2,md,,,,0.5,us,usp0007g1r,2014-11-07T01:00:16.530Z,"17 km S of Tala Bay, Jordan",earthquake,,,,,reviewed,us,ryd
1996-04-11T11:46:03.870Z,27.516,34.587,10,3.5,md,,,,0.2,us,usp0007g1k,2014-11-07T01:00:16.512Z,"51 km SSE of Sharm el-Sheikh, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-26T07:17:28.310Z,28.732,34.822,23,5,mb,,,,1.5,us,usp0007dym,2014-11-07T00:59:58.764Z,"38 km SSE of Nuwaybi‘a, Egypt",earthquake,,,,71,reviewed,us,us
1996-02-26T07:17:07.980Z,28.869,34.479,10,4,mb,,,,1,us,usp0007dyk,2014-11-07T00:59:58.760Z,"26 km SW of Nuwaybi‘a, Egypt",earthquake,,,,3,reviewed,us,us
1996-02-21T04:59:53.450Z,28.883,34.75,22.5,5.3,mw,,,,1,us,usp0007dkq,2022-04-29T20:11:13.953Z,"Egypt",earthquake,,,,,reviewed,us,hrv
1996-02-19T09:16:35.690Z,29.033,34.566,10,3.1,md,,,,0.2,us,usp0007df7,2014-11-07T00:59:56.158Z,"9 km W of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-18T10:59:36.130Z,28.938,34.477,10,2.9,md,,,,0.2,us,usp0007db5,2014-11-07T00:59:55.329Z,"21 km WSW of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-16T02:33:56.110Z,28.754,34.473,10,3,md,,,,0.6,us,usp0007d00,2014-11-07T00:59:53.902Z,"30 km N of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-15T17:26:44.910Z,29.089,35.03,10,2.8,md,,,,1,us,usp0007cz6,2014-11-07T00:59:53.817Z,"35 km S of Tala Bay, Jordan",earthquake,,,,,reviewed,us,ryd
1996-02-15T00:51:39.410Z,28.789,34.562,10,3.2,md,,,,0.5,us,usp0007cxt,2014-11-07T00:59:53.697Z,"30 km SSW of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-13T17:21:37.460Z,28.872,34.977,10,3.2,md,,,,0.2,us,usp0007cv9,2014-11-07T00:59:53.277Z,"36 km ESE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-12T20:36:38.960Z,29.074,35.059,10,3,md,,,,0.9,us,usp0007cu7,2014-11-07T00:59:53.186Z,"37 km SSE of Tala Bay, Jordan",earthquake,,,,,reviewed,us,ryd
1996-02-12T19:24:41.490Z,28.755,35.07,10,2.5,md,,,,1.1,us,usp0007cu4,2014-11-07T00:59:53.179Z,"51 km SE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-12T18:23:46.530Z,28.356,35.53,10,4.1,mb,,,,1,us,usp0007cty,2014-11-07T00:59:53.066Z,"102 km W of Tabuk, Saudi Arabia",earthquake,,,,2,reviewed,us,us
1996-02-12T17:48:43.270Z,28.894,34.606,10,3.4,md,,,,0.4,us,usp0007ctx,2014-11-07T00:59:53.065Z,"17 km SSW of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-12T16:11:40.490Z,28.667,34.578,10,3,md,,,,0.2,us,usp0007cts,2014-11-07T00:59:53.054Z,"22 km NNE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-12T13:51:06.740Z,29.217,34.677,10,4.1,ml,,,,0.8,us,usp0007ctg,2014-11-07T00:59:53.033Z,"18 km N of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,jer
1996-02-12T02:57:28.660Z,28.545,35.445,10,4.1,ml,,,,0.9,us,usp0007cst,2014-11-07T00:59:52.774Z,"93 km E of Dahab, Egypt",earthquake,,,,,reviewed,us,jer
1996-02-04T07:23:22.980Z,29.139,34.651,10,3.8,mb,,,,1.1,us,usp0007cab,2014-11-07T00:59:50.444Z,"10 km N of Nuwaybi‘a, Egypt",earthquake,,,,4,reviewed,us,us
1996-02-02T21:14:56.360Z,29.225,34.66,10,4,ml,,,,0.7,us,usp0007c67,2014-11-07T00:59:49.139Z,"19 km N of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,jer
1996-02-02T14:42:16.590Z,29.235,34.67,10,4.5,md,,,,0.9,us,usp0007c5s,2014-11-07T00:59:48.871Z,"20 km N of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-02T13:15:18.430Z,28.892,34.923,10,4.4,mb,,,,1.3,us,usp0007c5n,2014-11-07T00:59:48.853Z,"30 km SE of Nuwaybi‘a, Egypt",earthquake,,,,1,reviewed,us,us
1996-02-01T08:59:20.000Z,28.849,34.784,10,3.1,md,,,,0.3,us,usp0007c3g,2014-11-07T00:59:48.118Z,"Egypt",earthquake,,,,,reviewed,us,ryd
1996-02-01T08:09:07.940Z,28.619,34.663,10,2.8,md,,,,0.1,us,usp0007c3d,2014-11-07T00:59:48.097Z,"22 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-31T09:53:33.680Z,28.909,34.809,10,4.2,ml,,,,0.7,us,usp0007c1n,2014-11-07T00:59:45.070Z,"20 km SE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,jer
1996-01-24T15:05:12.950Z,28.843,35.175,10,4,ml,,,,1.1,us,usp0007bnf,2014-11-07T00:59:43.075Z,"54 km ESE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,jer
1996-01-23T03:17:16.050Z,29.093,34.957,10,3.8,ml,,,,1.1,us,usp0007bjq,2014-11-07T00:59:42.758Z,"29 km E of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,bhl
1996-01-16T06:17:32.890Z,29.039,34.871,10,3.8,md,,,,0.7,us,usp0007b5s,2014-11-07T00:59:40.739Z,"20 km E of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,hlw
1996-01-13T17:47:38.990Z,28.8,34.656,10,4.3,ml,,,,0.7,us,usp0007b0c,2014-11-07T00:59:39.959Z,"27 km S of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,jer
1996-01-09T19:14:19.710Z,28.777,34.96,10,3.4,md,,,,1,us,usp0007arf,2014-11-07T00:59:38.622Z,"41 km SE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-09T00:10:36.850Z,28.895,34.651,10,3.8,md,,,,0.5,us,usp0007apj,2014-11-07T00:59:38.109Z,"16 km S of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-08T21:43:09.730Z,29.194,34.69,10,3.8,ml,,,,0.1,us,usp0007apb,2014-11-07T00:59:38.083Z,"16 km N of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,bhl
1996-01-07T18:53:16.320Z,28.744,34.727,10,3.3,md,,,,0.5,us,usp0007akg,2014-11-07T00:59:37.662Z,"34 km S of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-07T18:48:29.040Z,28.737,34.737,10,3.8,md,,,,0.2,us,usp0007akf,2014-11-07T00:59:37.661Z,"35 km SSE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-07T17:07:20.330Z,28.76,34.585,10,3.2,md,,,,0.5,us,usp0007ak9,2014-11-07T00:59:37.642Z,"32 km NNE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-07T16:06:36.820Z,28.735,34.67,10,3.5,md,,,,0.4,us,usp0007ak4,2014-11-07T00:59:37.619Z,"32 km NNE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-06T20:53:29.990Z,29.204,34.691,10,3.7,md,,,,0,us,usp0007ags,2014-11-07T00:59:37.262Z,"17 km N of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-06T07:36:09.480Z,28.886,34.945,10,3.9,mb,,,,1.4,us,usp0007aff,2014-11-07T00:59:37.069Z,"32 km ESE of Nuwaybi‘a, Egypt",earthquake,,,,5,reviewed,us,us
1996-01-04T17:34:48.220Z,28.685,34.678,10,3.6,mb,,,,0.3,us,usp0007abw,2014-11-07T00:59:36.677Z,"28 km NE of Dahab, Egypt",earthquake,,,,1,reviewed,us,us
1996-01-04T17:22:39.560Z,28.717,34.745,10,4,mb,,,,0.9,us,usp0007abv,2014-11-07T00:59:36.674Z,"35 km NE of Dahab, Egypt",earthquake,,,,4,reviewed,us,us
1996-01-04T16:25:32.470Z,28.691,34.709,10,4.3,md,,,,0.3,us,usp0007abs,2014-11-07T00:59:36.667Z,"31 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-04T14:24:41.590Z,28.694,34.757,10,4.4,ml,,,,1,us,usp0007abg,2014-11-07T00:59:36.638Z,"34 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,jer
1996-01-04T07:31:53.210Z,28.694,34.752,10,4,md,,,,0.2,us,usp0007aas,2014-11-07T00:59:36.571Z,"34 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-03T13:22:55.380Z,29.062,34.789,10,3.5,md,,,,0.3,us,usp0007a8s,2014-11-07T00:59:36.322Z,"12 km E of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-03T11:04:48.270Z,28.698,34.757,10,3.9,md,,,,0.1,us,usp0007a8f,2014-11-07T00:59:36.256Z,"35 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-03T10:11:19.090Z,28.692,34.672,10,4,md,,,,0.4,us,usp0007a8a,2014-11-07T00:59:36.246Z,"28 km NE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-03T10:05:28.600Z,28.712,34.944,10,4.9,mb,,,,1.3,us,usp0007a89,2014-11-07T00:59:36.232Z,"46 km SE of Nuwaybi‘a, Egypt",earthquake,,,,37,reviewed,us,us
1996-01-02T19:14:40.760Z,28.711,34.297,10,3.9,mb,,,,1.2,us,usp0007a6x,2014-11-07T00:59:35.955Z,"31 km NW of Dahab, Egypt",earthquake,,,,7,reviewed,us,us
1996-01-02T13:14:14.710Z,28.928,34.599,10,3.3,md,,,,0.9,us,usp0007a67,2014-11-07T00:59:35.868Z,"14 km SSW of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-02T03:22:36.240Z,28.883,34.92,10,3.8,md,,,,1,us,usp0007a4n,2014-11-07T00:59:35.535Z,"30 km SE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-01T23:25:50.960Z,28.705,34.649,10,3.2,md,,,,0.3,us,usp0007a3w,2014-11-07T00:59:35.391Z,"28 km NNE of Dahab, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-01T17:03:47.210Z,29.205,34.666,10,3.2,md,,,,0.5,us,usp0007a2g,2014-11-07T00:59:35.032Z,"17 km N of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-01T10:28:44.850Z,28.787,34.586,10,3.2,md,,,,0.4,us,usp0007a0b,2014-11-07T00:59:34.471Z,"29 km SSW of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1996-01-01T05:17:58.710Z,28.934,34.541,10,3.2,md,,,,0.5,us,usp00079zg,2014-11-07T00:59:33.515Z,"17 km SW of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1995-12-30T05:13:29.310Z,28.336,35.711,10,3.9,mb,,,,1.1,us,usp00079vc,2014-11-07T00:59:30.685Z,"84 km W of Tabuk, Saudi Arabia",earthquake,,,,5,reviewed,us,us
1995-12-28T14:22:20.950Z,29.224,35.138,10,4,md,,,,0.6,us,usp00079sa,2014-11-07T00:59:30.022Z,"25 km SE of Tala Bay, Jordan",earthquake,,,,,reviewed,us,ryd
1995-12-26T06:19:41.140Z,29.139,35.243,10,5.1,ml,,,,1.3,us,usp00079mx,2014-11-07T00:59:29.404Z,"39 km SE of Tala Bay, Jordan",earthquake,,,,,reviewed,us,jer
1995-12-24T23:04:54.540Z,29.187,35.339,10,4.2,md,,,,0.6,us,usp00079jr,2014-11-07T00:59:29.063Z,"42 km SE of Tala Bay, Jordan",earthquake,,,,,reviewed,us,ryd
1995-12-19T12:32:48.920Z,28.851,34.572,10,4,mb,,,,1.3,us,usp000798r,2014-11-07T00:59:27.398Z,"23 km SSW of Nuwaybi‘a, Egypt",earthquake,,,,9,reviewed,us,us
1995-12-15T06:00:07.540Z,28.772,34.746,10,4.5,ml,,,,0.7,us,usp000790m,2014-11-07T00:59:26.363Z,"31 km SSE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,jer
1995-12-14T04:51:56.740Z,29.139,34.779,10,4.2,md,,,,0.4,us,usp00078yj,2014-11-07T00:59:26.137Z,"15 km NE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1995-12-14T03:53:56.550Z,28.851,34.635,10,4.2,mb,,,,1,us,usp00078yf,2014-11-07T00:59:26.128Z,"21 km S of Nuwaybi‘a, Egypt",earthquake,,,,14,reviewed,us,us
1995-12-11T18:35:11.980Z,28.998,34.767,20,4.6,md,,,,1.4,us,usp00078u4,2014-11-07T00:59:25.597Z,"11 km ESE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1995-12-11T12:45:27.150Z,29.188,34.81,10,4,md,,,,0.8,us,usp00078tm,2014-11-07T00:59:25.476Z,"21 km NE of Nuwaybi‘a, Egypt",earthquake,,,,,reviewed,us,ryd
1995-12-11T10:54:37.930Z,28.317,35.442,10,4.5,ml,,,,0.8,us,usp00078th,2014-11-07T00:59:25.463Z,"94 km ESE of Dahab, Egypt",earthquake,,,,,reviewed,us,jer
1995-12-11T01:32:06.520Z,28.878,34.69,10,5,mb,,,,1.2,us,usp00078se,2014-11-07T00:59:25.290Z,"18 km S of Nuwaybi‘a, Egypt",earthquake,,,,62,reviewed,us,us
